test,predict
3.594333333,3.6508837
3.756555556,3.5274348
3.578666667,3.3136632
3.8262222219999997,3.62784
3.568,3.6245427
3.4548888889999994,3.3549855
3.328888889,3.1225164
3.435555556,3.068158
3.204111111,3.0474374
3.068444444,3.062679
3.132333333,3.2530131
3.177444444,3.3826149
3.168111111,3.394977
3.5284444439999993,3.4316921
3.7358888889999995,3.120539
3.756444444,3.0223355
3.478,2.9979064
3.491555556,3.0359068
2.904555556,2.9628108
2.812444444,2.9974084
2.623222222,3.072162
2.786333333,3.0181587
2.687777778,2.987277
