test,predict
3.594333333,3.8875697
3.756555556,3.814389
3.578666667,3.415158
3.8262222219999997,3.5358603
3.568,3.6025598
3.4548888889999994,3.3538113
3.328888889,3.102216
3.435555556,3.0002348
3.204111111,3.100653
3.068444444,3.0971818
3.132333333,3.1705022
3.177444444,3.2554026
3.168111111,3.161584
3.5284444439999993,3.1735733
3.7358888889999995,3.0182483
3.756444444,3.091541
3.478,3.0230174
3.491555556,3.0302658
2.904555556,2.997813
2.812444444,2.9813457
2.623222222,3.019253
2.786333333,3.0179281
2.687777778,2.9998596
