test,predict
3.734555556,3.7234435
3.671111111,3.755334
3.699111111,3.7044585
3.3363333330000002,3.7059407
3.146777778,3.2683573
3.118444444,3.268618
3.182444444,2.957702
3.117555556,2.8717566
3.013111111,3.044644
2.955,3.4230313
3.040888889,3.1735716
2.963111111,3.4330943
3.143555556,3.2673616
3.1022222219999995,3.1503563
3.076444444,3.1929998
3.000555556,3.1574273
2.923888889,3.0591803
3.022666667,3.2291853
3.02,3.0949564
3.118222222,3.2344742
3.019666667,3.1286967
3.158,2.9678376
3.036444444,2.8789186
